id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,_Entire home/apt,_Hotel room,_Private room,_Shared room
16735328,Cozy attic Loft - 10 min to HB,21667827,Lara Raphaela,Kreis 6,Oberstrass,47.38456,8.55001,92,270,24,03/04/2020,0.35,1,326,0,1,0,0,0
16791727,"Downtown Penthouse Apartment, including Parking",1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,420,1,319,07/09/2022,4.65,4,203,52,1,0,0,0
16881290,"Bright, Central Room with a private balcony!!",42887459,Laila,Kreis 11,Seebach,47.41602,8.54667,61,2,39,19/09/2022,0.58,1,118,6,0,0,1,0
16938543,loft,113205995,Katja,Kreis 10,Wipkingen,47.39295,8.51782,110,14,22,14/08/2022,0.32,1,91,5,1,0,0,0
16940188,GemÃ¼tliche Wohnung am Stadtrand,110912825,Meisam,Kreis 2,Leimbach,47.33002,8.5161,108,2,7,20/07/2017,0.11,1,89,0,0,0,1,0
17032745,3.5 room apartment in Zurich-Oerlikon (BA-32),25291258,Delta Estates,Kreis 11,Oerlikon,47.40901,8.54204,140,7,7,25/12/2021,0.1,25,80,2,1,0,0,0
17083952,Spacious family home in Downtown Switzerland,11210478,Patrick,Kreis 2,Enge,47.36723,8.52632,499,5,11,10/08/2022,0.26,2,265,2,1,0,0,0
17094910,Wohnung mit grossem sonnigen SÃ¼d-Balkon/ 5' bis HB,16131162,Thomas,Kreis 9,Altstetten,47.38882,8.48126,299,1,0,,,1,363,0,1,0,0,0
17267151,"Ultimate luxury in Zurich, villa IMPERIAL",113193480,Ocemat,Kreis 2,Wollishofen,47.34338,8.53135,2483,3,16,07/06/2020,0.26,2,2,0,1,0,0,0
17391335,Bright studio - Center of Zurich,4332149,Mario,Kreis 6,Unterstrass,47.37949,8.54429,126,2,192,18/09/2022,2.84,1,8,62,1,0,0,0
17428463,Sunny and newly renovated  flat in Wiedikon,106120375,Laurent,Kreis 3,Alt-Wiedikon,47.36183,8.51632,91,7,5,27/06/2022,0.41,1,11,5,1,0,0,0
17471935,1.5 room apartment in Zurich-City (BE-35),25291258,Delta Estates,Kreis 3,Sihlfeld,47.37544,8.51641,69,7,20,29/06/2022,0.31,25,326,3,1,0,0,0
17486280,"SchÃ¶ne, helle Wohnung in Gehdistanz zum See",11601175,Sam,Kreis 2,Enge,47.35873,8.52627,110,4,5,11/09/2022,1.55,1,5,5,1,0,0,0
17506390,N4 - Apartment in the Old Town,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,575,1,31,28/06/2022,0.49,91,291,9,1,0,0,0
17529725,"Cozy Room in ZÃ¼rich, sunny, calm and central",118564475,Silvia,Kreis 10,HÃ¶ngg,47.40107,8.49915,135,3,3,09/06/2017,0.04,1,364,0,0,0,1,0
17648054,"Central, cozy, renovated, 3.5 rooms, balcony",119947257,Patrick,Kreis 3,Alt-Wiedikon,47.35721,8.52087,139,3,17,12/09/2022,0.26,1,38,7,1,0,0,0
17739331,Living & homeoffice with spectacular views !,13570663,Chris,Kreis 1,Rathaus,47.37198,8.54206,160,4,250,08/09/2022,3.76,38,287,59,1,0,0,0
17854285,Charming 1BD flat / old town UZ1,23561865,Tania,Kreis 1,Rathaus,47.3718,8.54541,145,2,191,01/08/2022,2.97,20,3,31,1,0,0,0
17906819,Flat close to HB and River,6276381,Anthia,Kreis 6,Unterstrass,47.38646,8.54015,116,90,21,02/05/2022,0.32,1,21,3,1,0,0,0
17918837,Vintage roof-apartment - 2 bedrooms - A/C,118154826,Peter,Kreis 11,Oerlikon,47.41037,8.53746,116,3,127,12/09/2022,1.93,1,20,24,1,0,0,0
17960665,Penthouse with rooftop terrace near Central&HB,365856,Alex,Kreis 1,Rathaus,47.37414,8.5441,246,2,131,03/09/2022,1.97,1,158,67,1,0,0,0
18064368,Beautiful spacious home in Seefeld near lake,24436804,Katia,Kreis 8,MÃ¼hlebach,47.35796,8.55493,118,30,15,15/05/2019,0.23,1,178,0,0,0,1,0
18165560,3 room appartement - Goodkarma Flat :),122212913,Jasmine,Kreis 4,Hard,47.37947,8.5173,138,3,9,01/11/2021,0.14,1,78,1,1,0,0,0
18233101,TWO ROOM (1BR) SERVICED APARTMENT IN ZURICH CITY,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,110,23,301,13/03/2020,4.84,6,31,0,1,0,0,0
18355296,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,90,7,14,16/11/2019,0.22,37,266,0,1,0,0,0
18364258,Spacious sunny flat near market square Oerlikon,2756864,Jennifer,Kreis 11,Oerlikon,47.40889,8.54848,100,7,2,28/01/2022,0.23,1,313,2,1,0,0,0
18779748,"Bed in a 4 Bed Dorm, shared bath, Hostel Zurich",130699837,Youth Hostel ZÃ¼rich,Kreis 2,Wollishofen,47.34802,8.5278,40,1,34,28/06/2022,0.54,7,356,2,0,0,0,1
18780797,"Double Room, private Bath, Hostel Zurich",130699837,Youth Hostel ZÃ¼rich,Kreis 2,Wollishofen,47.34802,8.5278,140,1,1,30/07/2018,0.02,7,333,0,0,0,0,1
18845736,"Moderne 2,5 Zi.-Wohnung ZÃ¼rich-City",22529176,Monika,Kreis 2,Enge,47.35975,8.52788,81,182,2,22/07/2017,0.03,1,1,0,1,0,0,0
19058271,3.5 room apartment in Zurich-Oerlikon (BA-21),25291258,Delta Estates,Kreis 11,Oerlikon,47.40942,8.54102,130,7,27,17/09/2022,0.43,25,137,12,1,0,0,0
19081523,"Beautiful 3.5rm apartment (central, near Idaplatz)",5976839,Lorenzo,Kreis 3,Sihlfeld,47.37618,8.50995,280,9,3,21/07/2018,0.05,1,36,0,1,0,0,0
19133540,â­ï¸â­ï¸â­ï¸ Comfortable Apartment in the Center of Zurich,32320648,Marco,Kreis 4,Hard,47.38349,8.50863,93,1,136,08/09/2022,2.12,1,205,46,1,0,0,0
19185438,In Wipkingen eine mÃ¶bilierte 3 Zimmer wohnung,34797243,Walter,Kreis 10,Wipkingen,47.39449,8.52004,72,20,8,30/08/2022,0.12,1,181,3,1,0,0,0
19220952,2 Bedroom Apartment with Balcony,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.35835,8.51756,416,1,50,03/08/2022,0.79,9,359,14,1,0,0,0
19330353,Central Zurich Studio,135402522,Maria,Kreis 5,Gewerbeschule,47.382,8.52983,99,4,18,19/09/2022,0.28,1,46,9,1,0,0,0
19359438,"SchÃ¶ne, grosse Wohnung",135679340,Kim,Kreis 2,Wollishofen,47.33132,8.52768,115,5,18,13/08/2022,0.29,1,25,4,1,0,0,0
19397174,"Central City Location, Quiet Area,by the park",135958025,Chris,Kreis 8,MÃ¼hlebach,47.36007,8.5554,95,5,122,01/08/2022,1.91,5,362,6,0,0,1,0
19674031,4-rooms flat in ZÃ¼rich Seefeld,25875288,Tobias,Kreis 8,MÃ¼hlebach,47.35814,8.55635,150,7,0,,,1,7,0,1,0,0,0
19678667,2 Bedroom Apartment with Garden View,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.35976,8.51851,416,2,38,02/08/2022,0.6,9,358,7,1,0,0,0
19713443,"Central city,beutiful area,parking",135958025,Chris,Kreis 8,MÃ¼hlebach,47.36041,8.55566,90,5,69,28/08/2022,1.09,5,319,3,0,0,1,0
19715409,Roof Loft Villa Enge,93598404,Christian,Kreis 2,Enge,47.361,8.52976,90,7,5,20/12/2018,0.08,1,113,0,1,0,0,0
19735394,"New Rooftop-Apartment, central and quiet",139148038,Irene,Kreis 6,Oberstrass,47.38342,8.5495,150,6,55,16/07/2022,0.88,1,28,14,1,0,0,0
19742331,"Hell, ruhig, zentral - Wohnung mit SÃ¼dbalkon",27902480,Susanne,Kreis 3,Alt-Wiedikon,47.35862,8.51657,55,28,17,28/02/2021,0.28,2,265,0,1,0,0,0
19743179,"9 Min. von City/HB, kl. Zimmer in romant. Haus.",122070790,Sandra,Kreis 9,Albisrieden,47.36502,8.49349,39,3,178,01/09/2022,2.87,2,198,34,0,0,1,0
19755371,City center perfekt Home office with 2 big balcony,139383423,Marina,Kreis 3,Sihlfeld,47.37099,8.51514,110,1,152,31/05/2020,2.41,1,33,0,1,0,0,0
19794268,A room in home away from home,139789330,Irene,Kreis 11,Oerlikon,47.4164,8.53539,50,1,115,02/09/2022,1.83,1,49,18,0,0,1,0
19904561,stylish flat in trendy neighborhood,10017243,Andrea,Kreis 3,Sihlfeld,47.3753,8.51415,72,4,35,15/09/2022,0.67,1,302,12,0,0,1,0
19929239,"Very central, quiet and green",36603309,Rudolf,Kreis 6,Oberstrass,47.38809,8.54917,90,5,21,16/09/2022,0.54,1,287,6,1,0,0,0
20079919,Limmatquai River View Apartment With Jacuzzi,475053,James,Kreis 1,Rathaus,47.37338,8.54301,1215,1,38,09/09/2022,0.61,17,252,4,1,0,0,0
20216905,Bijou in pedestrian area and old town of Zurich,101365596,Fabienne,Kreis 1,Rathaus,47.37458,8.54353,115,28,12,19/06/2022,0.2,1,328,4,1,0,0,0
20349682,"1 Bedroom Serviced Apartment, Seefeld",24506494,EMA House,Kreis 8,Seefeld,47.36111,8.55034,271,2,1,14/09/2020,0.04,18,353,0,1,0,0,0
20429590,Penthouse Mainau,96690844,Bernhard,Kreis 8,Seefeld,47.35975,8.54969,550,3,14,18/09/2022,0.23,1,337,2,1,0,0,0
20468531,Room in Design & Lifestyle Hotel,146143183,Beat,Kreis 7,Fluntern,47.37336,8.5543,195,1,27,01/06/2022,0.44,1,80,1,0,1,0,0
20498107,"Central City,calm,green,quiet area,PRIVAT parking",135958025,Chris,Kreis 8,MÃ¼hlebach,47.36085,8.55474,90,5,64,31/08/2022,1.04,5,355,12,0,0,1,0
20555787,"Apartment in Central city,quiet area,next to park,",135958025,Chris,Kreis 8,MÃ¼hlebach,47.35998,8.55502,129,1,3,09/10/2017,0.05,5,1,0,1,0,0,0
20559389,Room for rent in trendy District 4,20436428,Dan P.,Kreis 4,Hard,47.38299,8.51597,37,2,27,21/07/2022,0.44,1,19,13,0,0,1,0
20621446,"ZÃ¼rich - Modern, Comfortable, Designer & Central",26784112,Zurich,Kreis 11,Oerlikon,47.41354,8.54605,85,5,68,13/09/2022,1.18,1,135,14,1,0,0,0
20636301,Spacious apartment just behind the railway station,66592862,Martin,Kreis 5,Gewerbeschule,47.38136,8.53346,280,3,113,18/09/2022,1.86,2,246,32,1,0,0,0
20647388,"Central city,beautiful room,parking",135958025,Chris,Kreis 8,MÃ¼hlebach,47.36103,8.55621,90,6,48,27/10/2018,0.78,5,358,0,0,0,1,0
20676422,City Wohnung Top of ZÃ¼rich City  60 - 120 Tage,147944640,Paul,Kreis 4,Langstrasse,47.37769318,8.521636009,64,60,2,26/06/2022,0.06,1,292,1,1,0,0,0
20779854,"Enjoy Zurich:super central, Bellevue and Zurilake",38078303,Rozalina,Kreis 8,MÃ¼hlebach,47.35762,8.55756,118,3,5,26/04/2021,0.09,1,4,0,0,0,1,0
20795036,RELOC Cosy 1-room-apartment,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.4156,8.5451,130,7,6,14/03/2020,0.1,19,6,0,1,0,0,0
20829919,In the heart of Zurich,149424509,Daniela,Kreis 4,Werd,47.3713,8.52514,150,4,39,02/08/2021,0.64,1,162,0,1,0,0,0
20953743,"Central apartment close to lake Zurich, Seefeld",3032638,Tofi,Kreis 8,Seefeld,47.35556,8.55478,139,25,25,17/10/2020,0.41,1,27,0,1,0,0,0
21109761,"Lovely apartment close to city Center, ETH & Uni",35801482,Sebastian,Kreis 6,Oberstrass,47.37911,8.55166,76,2,169,19/09/2022,2.83,1,36,55,1,0,0,0
21130086,"New, spacious & charming Flat in central Zurich",8616185,Fabian,Kreis 7,Hirslanden,47.36094,8.56591,249,2,34,29/08/2022,0.59,1,300,9,1,0,0,0
21143348,Quiet Room Close To ZÃ¼rich City Center,90238660,Harjit,Kreis 9,Altstetten,47.38561,8.48861,54,1,89,18/09/2022,1.51,1,23,56,0,0,1,0
21270657,Boutique designer apartment in the centre of town,153115058,Thomas,Kreis 4,Werd,47.37212,8.5265,280,3,65,05/09/2022,1.27,1,77,18,1,0,0,0
21294062,Stadt ZÃ¼rich 207-Albisriederplatz Appartement,19610180,Rossana,Kreis 4,Hard,47.3803,8.50703,95,1,154,08/09/2022,2.57,15,348,44,1,0,0,0
21318112,Room: 2â˜…Your downtown base for tourism + businessâ˜…,154301820,Severin,Kreis 4,Langstrasse,47.38035,8.52826,70,1,563,20/09/2022,9.36,2,58,96,0,0,1,0
21419036,RELOC Centrally located Design Studio,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41555,8.54505,150,5,1,25/06/2018,0.02,19,37,0,1,0,0,0
21432677,Acasa Suites,155363148,Acasa Suites,Kreis 11,Oerlikon,47.4132,8.54199,189,5,8,16/06/2022,0.15,1,354,3,0,1,0,0
21497605,GDN Apartment 4,3072679,Andrea,Kreis 10,Wipkingen,47.39304,8.52821,165,3,6,05/04/2020,0.1,5,175,0,1,0,0,0
21508610,Eclectic Garden Apartment in a Quiet Residential Area,104788688,Beat,Kreis 10,HÃ¶ngg,47.40421,8.48591,187,2,115,09/09/2022,1.93,2,268,26,1,0,0,0
21542690,"Very beautiful, large apartment, free parking",40915235,Kathrin,Kreis 7,Witikon,47.35511,8.6048,150,3,100,14/08/2022,1.74,1,121,23,1,0,0,0
21757440,Entire Apartment! Beautiful & cosy,27537714,Gustavo & CÃ©line,Kreis 9,Altstetten,47.39099,8.47205,54,10,1,01/02/2022,0.13,1,14,1,1,0,0,0
21917159,New: Charming studio in the best area of ZÃ¼rich,13570663,Chris,Kreis 1,Lindenhof,47.3727,8.54082,95,4,46,26/07/2022,0.8,38,323,3,1,0,0,0
21931545,GemÃ¼tliche Wohnung mit tollen Ausblick,109770104,Linda,Kreis 11,Affoltern,47.42425,8.51083,58,35,0,,,1,90,0,0,0,1,0
22023471,Best area at the lake,13570663,Chris,Kreis 8,MÃ¼hlebach,47.36313,8.55054,85,4,41,04/09/2022,0.7,38,305,8,1,0,0,0
22034042,2BR Centrally Located Flat With Balcony,3528377,Marc,Kreis 4,Hard,47.3841,8.50817,225,2,232,07/09/2022,3.98,16,346,52,1,0,0,0
22092253,2BR Centrally Located Flat With Balcony '2,3528377,Marc,Kreis 4,Hard,47.38429,8.50774,220,2,186,11/09/2022,3.19,16,168,42,1,0,0,0
22137695,2 room (1BR) Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,167,1,365,13/09/2022,6.26,6,4,66,1,0,0,0
22280702,cozy apartment near lake & only 30 min to center,162818374,Nonen,Kreis 2,Wollishofen,47.33136,8.53636,110,1,0,,,1,90,0,0,0,1,0
22323761,"Downtown Duplex Apartment (140m2), incl. Parking",1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,340,1,235,13/09/2022,4.08,4,195,52,1,0,0,0
22364826,Your own apartment in Zurich center,3387193,Dorothea,Kreis 6,Oberstrass,47.37764,8.54849,92,2,233,05/09/2022,4.04,2,27,100,1,0,0,0
22394369,Boutique studio at the historical old town,13570663,Chris,Kreis 1,Rathaus,47.3741,8.54504,95,4,64,14/08/2022,1.11,38,340,2,1,0,0,0
22460153,A beautifull apartment in the heart of zurich.,140939030,Intizar,Kreis 11,Oerlikon,47.41308,8.54723,97,2,13,29/08/2022,1.47,1,75,13,1,0,0,0
22478760,Cozy bedroom in the heart of Zurich,7244300,Claudia,Kreis 4,Werd,47.3699,8.52752,69,4,32,16/09/2022,0.56,3,8,11,0,0,1,0
22543999,Luxurious 4BR Apt - 265Sqm - Zurich Center,3528377,Marc,Kreis 3,Alt-Wiedikon,47.3622,8.52097,1171,2,63,04/01/2022,1.15,16,244,4,1,0,0,0
22566124,SchÃ¶ne Dachwohnung in der Stadt ZÃ¼rich,165835749,Larissa,Kreis 3,Sihlfeld,47.37303,8.51942,68,365,11,02/04/2018,0.19,1,88,0,0,0,1,0
22603157,Luxury Downtown Penthouse Duplex Apartment,1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,950,1,27,14/08/2022,0.5,4,260,6,1,0,0,0
22607990,Studio Apartment in the City Center (14),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38798,8.54424,120,7,2,04/07/2019,0.05,37,353,0,1,0,0,0
22608055,Studio Apartment in the City Center (16),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38919,8.5444,120,7,0,,,37,353,0,1,0,0,0
22608164,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,0,,,37,267,0,1,0,0,0
22608276,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,0,,,37,267,0,1,0,0,0
22608468,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,0,,,37,267,0,1,0,0,0
22608555,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,3,01/09/2022,1.08,37,266,3,1,0,0,0
22608635,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,0,,,37,267,0,1,0,0,0
22608669,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,1,16/01/2020,0.03,37,267,0,1,0,0,0
22608722,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42318,8.51508,90,7,0,,,37,266,0,1,0,0,0
22609744,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,0,,,37,267,0,1,0,0,0
22609774,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,0,,,37,267,0,1,0,0,0
22609828,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,1,11/08/2019,0.03,37,267,0,1,0,0,0
22609860,Easy Studio Apartment (17),58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,1,15/10/2018,0.02,37,267,0,1,0,0,0
22609894,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,5,17/09/2019,0.1,37,267,0,1,0,0,0
22609939,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,90,7,0,,,37,267,0,1,0,0,0
22609983,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,0,,,37,267,0,1,0,0,0
22610019,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,90,7,0,,,37,267,0,1,0,0,0
22651404,Exclusive Flat Close To Bahnhofsstrasse & Lake,2316695,Gabriela,Kreis 2,Enge,47.36662,8.53698,240,3,9,08/07/2022,0.18,1,36,3,1,0,0,0
22673515,"Ploenchit station, Wifi",4773478,Ellen,Kreis 12,Saatlen,47.41021,8.56322,300,1,1,18/01/2018,0.02,1,365,0,0,0,1,0
22694368,White Riviera House,1509492,Villa,Kreis 2,Wollishofen,47.33633,8.53903,1423,7,0,,,1,362,0,1,0,0,0
22756581,"Elegant, bright 3-bedroom, 3-bath Apt. - Hottingen",2616961,Stefan,Kreis 7,Hottingen,47.36904,8.5578,400,12,1,14/09/2018,0.02,3,280,0,1,0,0,0
22821369,New: Boutique Studio with views to lake and alps !,13570663,Chris,Kreis 8,MÃ¼hlebach,47.34904,8.56313,95,4,78,24/07/2022,1.37,38,331,7,1,0,0,0
22951344,RELOC Modern studio in Zurich Oerlikon,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41584,8.54538,130,7,1,13/12/2021,0.11,19,81,1,1,0,0,0
23035346,New ! Luxury studio with spectacular views !,13570663,Chris,Kreis 1,Rathaus,47.37384,8.54256,130,4,97,03/07/2022,1.72,38,303,3,1,0,0,0
23047265,Stadt ZÃ¼rich 206 -Studio nÃ¤he Albisriederplatz(6),19610180,Rossana,Kreis 4,Hard,47.38028,8.50769,89,1,66,10/08/2022,1.17,15,315,17,1,0,0,0
23099204,Zimmer in supermodernem Appartment mit Tiefgarage.,74438474,Dana,Kreis 7,Hirslanden,47.35717,8.57667,77,1,24,02/08/2022,0.43,1,49,3,0,0,1,0
23100008,Your wonderful home in Zurich city Centre,14217183,Emanuela,Kreis 4,Werd,47.37109,8.52559,140,4,0,,,1,88,0,0,0,1,0
23322898,Le Bijou Lintheschergasse / Zurich HB 1st floor,475053,James,Kreis 1,City,47.37682,8.53883,596,1,40,08/09/2022,0.93,17,337,13,1,0,0,0
23323768,Le Bijou Lintheschergasse / Zurich HB 3rd floor,475053,James,Kreis 1,City,47.37798,8.5379,689,1,20,04/09/2022,0.44,17,363,6,1,0,0,0
23324274,Le Bijou Lintheschergasse / Zurich HB 2nd floor,475053,James,Kreis 1,City,47.37773,8.53801,596,1,27,12/09/2022,0.61,17,338,16,1,0,0,0
23325594,Le Bijou Lintheschergasse / Zurich HB 4th floor,475053,James,Kreis 1,City,47.37774,8.53983,596,1,47,24/08/2022,1.04,17,344,13,1,0,0,0
23422713,Room Manesse 3,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36522,8.52109,52,1,164,18/09/2022,2.95,3,324,48,0,0,1,0
23424207,Room Manesse 1,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36731,8.52094,61,1,91,20/09/2022,1.64,3,87,58,0,0,1,0
23445727,Big Attic Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,230,1,294,05/01/2022,5.31,6,50,8,1,0,0,0
23515948,Cozy Room in an Apartment  with Balcony!,172332751,Cherly,Kreis 3,Alt-Wiedikon,47.36469,8.51873,100,7,22,05/08/2022,0.41,1,258,6,0,0,1,0
23532672,THE FLAG ZÃ¼rich - Business Apartment in Altstetten,175646878,THE FLAG ZÃ¼rich,Kreis 9,Altstetten,47.38737,8.49405,240,1,113,19/09/2022,2.41,4,309,74,0,1,0,0
23621941,Hotel Opera ZÃ¼rich,180734864,Monika,Kreis 8,MÃ¼hlebach,47.36548,8.54847,700,60,6,09/06/2019,0.11,1,365,0,0,0,1,0
23738232,Wohnung im Kreis 4,8635618,Ana Marija,Kreis 4,Werd,47.3695,8.52834,115,1,9,11/08/2022,0.16,1,116,4,1,0,0,0
23870871,Home Away from Home,50528959,Suzan,Kreis 10,Wipkingen,47.39671,8.51977,47,30,73,24/04/2022,1.34,2,1,4,0,0,1,0
23890113,Zurich chic loft perfect for business or leisure,179524544,Rachelle,Kreis 11,Oerlikon,47.40097,8.54583,129,4,41,26/08/2022,0.76,1,241,10,1,0,0,0
24054809,Stadt ZÃ¼rich  4102 Kleines Studio Albisriederplatz,19610180,Rossana,Kreis 4,Hard,47.38049,8.50784,78,1,210,05/09/2022,3.87,15,330,46,1,0,0,0
24078602,"Zurich - easy,  convenient, cosy",6238643,Bernadette,Kreis 10,HÃ¶ngg,47.40229,8.49432,54,2,6,30/11/2019,0.12,2,186,0,0,0,1,0
24193619,"Zentrale, moderne Attikawohnung mit Dachterrrassen",142597918,Micaela,Kreis 11,Oerlikon,47.40995,8.54569,156,3,16,05/06/2022,0.3,1,60,2,1,0,0,0
24239158,Bright & Stylish 1BR - Near Google HQ & Center,3528377,Marc,Kreis 3,Alt-Wiedikon,47.36696,8.52266,192,1,99,04/09/2022,1.83,16,345,20,1,0,0,0
24239801,Stylish 1BR With Balcony - Near Google HQ & Center,3528377,Marc,Kreis 3,Alt-Wiedikon,47.36696,8.52266,212,1,208,03/09/2022,3.84,16,345,78,1,0,0,0
24239960,Bright & Stylish 1BR - Near Google HQ & Center '2,3528377,Marc,Kreis 3,Alt-Wiedikon,47.36696,8.52266,209,1,148,08/09/2022,2.75,16,355,47,1,0,0,0
24240089,Unique 3BR Rooftop Duplex - Near Google HQ&Center,3528377,Marc,Kreis 3,Alt-Wiedikon,47.36696,8.52266,490,2,116,07/09/2022,2.17,16,171,29,1,0,0,0
24256245,Flat in Kreis 3,8410320,AndrÃ©,Kreis 3,Sihlfeld,47.37068,8.51172,133,3,9,12/11/2021,0.17,1,173,1,0,0,1,0
24433771,Watch Sunrises From an Apartment in a Century-Old Mansion,104788688,Beat,Kreis 10,HÃ¶ngg,47.40449,8.48669,333,2,68,10/08/2022,1.29,2,22,2,1,0,0,0
24688807,Room 2 Double room with a balcony,40667302,Peter/Engin,Kreis 7,Fluntern,47.37784,8.55845,150,1,10,31/08/2022,0.19,14,265,3,0,0,1,0
24768262,Comfort apartment in Zurich. Close to tram.,47315876,Jakub,Kreis 9,Albisrieden,47.36939,8.49282,87,3,23,08/12/2020,0.44,1,1,0,1,0,0,0
24787409,Room for 2 in Apartment near the lake.,17781166,Moeen,Kreis 2,Wollishofen,47.34133,8.52947,96,1,1,16/09/2018,0.02,1,179,0,0,0,1,0
24802237,"bright,modern & spacious room in the heartofZÃ¼rich",12150076,Debi,Kreis 8,Weinegg,47.36343,8.55644,57,30,1,10/07/2018,0.02,3,297,0,0,0,1,0
24925488,Comfortable room in Zurich - Oerlikon,186399063,Josie,Kreis 11,Oerlikon,47.41311,8.54414,114,3,4,06/09/2019,0.08,1,354,0,0,0,1,0
25072390,3 Room Flat in ZÃ¼richâ€˜s top central location,163720139,Daniel,Kreis 7,Hirslanden,47.36325,8.55957,200,2,55,19/09/2022,1.32,1,146,23,1,0,0,0
25182723,Stadt ZÃ¼rich Guesthouse ( Zimmer 4),19610180,Rossana,Kreis 9,Albisrieden,47.37994,8.48114,48,5,15,31/10/2021,0.3,15,145,1,0,0,1,0
25436446,"Cosy, beautiful room. Suitable for home office.",14673570,Paula,Kreis 9,Altstetten,47.38777,8.48239,90,1,16,03/09/2022,1.24,1,266,15,0,0,1,0
25651402,Loft Wohnung  mit privat Dachterrasse,6251051,Leona,Kreis 8,Seefeld,47.35983,8.55046,467,1,31,16/08/2022,0.6,1,140,15,1,0,0,0
25865567,"Zimmer mit SÃ¼dbalkon, hell, ruhig, zentral",27902480,Susanne,Kreis 3,Alt-Wiedikon,47.35861,8.51649,45,1,19,25/04/2022,0.51,2,296,7,0,0,1,0
25966443,Beautiful 3 Room Apartment,18029140,ShinyE,Kreis 5,Escher Wyss,47.39021,8.523,170,7,2,07/02/2020,0.04,1,109,0,1,0,0,0
25995484,"Romantic garden view, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,125,2,113,02/09/2022,2.17,3,330,36,1,0,0,0
26006157,"Historic, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,100,2,70,18/09/2022,1.35,3,281,17,1,0,0,0
26142789,Best address in quiet area with great views,13570663,Chris,Kreis 1,Lindenhof,47.37367,8.53907,85,14,35,01/09/2022,0.68,38,266,13,1,0,0,0
26195945,"Zurich Old Town, Studio - exclusive",58977221,Trudi,Kreis 1,Rathaus,47.36939,8.54563,145,2,63,24/08/2022,1.24,2,197,19,0,0,1,0
26223531,beautiful big Private room,197027500,Anouar,Kreis 7,Hirslanden,47.36089,8.56275,65,7,43,30/06/2022,0.83,1,1,3,0,0,1,0
26348949,Feeling Home in Zurich,196642752,Anina,Kreis 1,Lindenhof,47.37287,8.53854,99,1,352,19/09/2022,6.85,1,9,145,1,0,0,0
26414826,Central & cosy apartment in calm area,198265997,Mia,Kreis 7,Hottingen,47.36591,8.55055,147,3,4,09/01/2022,0.08,9,53,1,1,0,0,0
26417842,Cosy & quiet studio in peaceful area,198265997,Mia,Kreis 7,Hottingen,47.36584,8.55204,149,7,5,28/08/2022,0.1,9,82,2,1,0,0,0
