id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,_Entire home/apt,_Hotel room,_Private room,_Shared room
6.58288E+17,Zimmer in ZÃ¼rich,142346563,Anja,Kreis 3,Sihlfeld,47.36602,8.52269,70,1,10,08/09/2022,4,1,336,10,0,0,1,0
6.5846E+17,Privatzimmer in freistehendem Haus mit Garten,112359308,Chris,Kreis 7,Witikon,47.3615815,8.5782122,119,2,3,08/08/2022,1.1,1,39,3,0,0,1,0
6.58476E+17,PedestrianArea close to river. All around,221132828,Zurichhome,Kreis 1,Rathaus,47.37273,8.54296,160,21,0,,,2,328,0,1,0,0,0
6.59208E+17,Private room in apartment,269699325,Tiziano,Kreis 10,HÃ¶ngg,47.4064803,8.4894878,59,1,6,18/09/2022,2.09,1,22,6,0,0,1,0
6.59764E+17,Great & spacious apartment by the opera and lake,198265997,Mia,Kreis 8,MÃ¼hlebach,47.36293,8.55023,149,6,1,19/08/2022,0.83,9,297,1,1,0,0,0
6.59933E+17,Quiet 3 bedroom apartment in hip Wiedikon,5828098,Alexa,Kreis 3,Alt-Wiedikon,47.36776868,8.515136875,200,3,3,07/08/2022,1.32,1,23,3,1,0,0,0
6.59935E+17,Neu renovierte und mÃ¶blierte Eigentumswohnung,66592862,Martin,Kreis 5,Gewerbeschule,47.3813623,8.5334636,597,5,5,02/09/2022,1.95,2,335,5,1,0,0,0
6.60034E+17,"BEST location, shared apt for up to 4 guests â˜†",34030207,Lara,Kreis 4,Hard,47.37684,8.5154,80,1,9,22/09/2022,4.5,1,1,9,0,0,1,0
6.60521E+17,"Nice 1,5 rooms apartment in ZÃ¼rich",466863195,Abir,Kreis 9,Altstetten,47.38773,8.4852,85,1,2,28/07/2022,0.78,1,265,2,1,0,0,0
6.60605E+17,HabitaciÃ³n cÃ³moda,140452053,Roberto,Kreis 11,Affoltern,47.41761,8.50905,95,1,1,17/09/2022,1,1,365,1,0,0,1,0
6.60895E+17,Cozy Flat in ZÃ¼rich Wipkingen,32609361,Daniela,Kreis 10,Wipkingen,47.3952,8.52075,120,2,2,11/09/2022,0.88,1,85,2,1,0,0,0
6.61338E+17,Unterstrass 4.5 Room w/ Storage & W/D,434204093,Blueground,Kreis 6,Unterstrass,47.4010645,8.5412068,266,30,0,,,40,350,0,1,0,0,0
6.61415E+17,1 Zimmer Appartement mitten in der Stadt ZÃ¼rich.,203475435,Bea,Kreis 10,Wipkingen,47.39964,8.5259,150,3,0,,,1,36,0,1,0,0,0
6.6159E+17,GemÃ¼tliche Wohnung in ZÃ¼rich,25096276,Mirela,Kreis 10,Wipkingen,47.39297,8.52786,136,2,3,18/09/2022,1.32,1,28,3,1,0,0,0
6.61632E+17,"Huge 3 Room apartment, King Size Bed-Zurich Center",420370006,Kamila,Kreis 8,MÃ¼hlebach,47.36458,8.54896,486,1,2,18/08/2022,0.87,14,100,2,1,0,0,0
6.62754E+17,Central  â€“ Full Apartment- English/Espanol/Frances,467375880,Lisa And Carl,Kreis 4,Langstrasse,47.37588,8.52227,150,5,1,20/08/2022,0.86,2,355,1,1,0,0,0
6.62866E+17,Ruhiges schÃ¶nes Zimmer mit Bad/WC und viel  Charme,142384744,Ali Reza,Kreis 11,Seebach,47.41509,8.54721,79,1,17,30/08/2022,6.37,1,271,17,0,0,1,0
6.63492E+17,amazing central apartment in ZÃ¼rich,128520050,Elizabeth,Kreis 8,MÃ¼hlebach,47.36375,8.55029,89,7,0,,,1,74,0,1,0,0,0
6.63524E+17,Room with workspace and storage in Oerlikon,21317236,NicolÃ²,Kreis 6,Unterstrass,47.40148,8.53587,56,1,9,29/07/2022,3.38,1,2,9,0,0,1,0
6.6415E+17,Lakeside Pied-Ã -terre in Zurich Seefeld,35872916,Carla,Kreis 8,MÃ¼hlebach,47.35570781,8.55774276,175,4,2,16/09/2022,1.4,1,146,2,1,0,0,0
6.64299E+17,Bright designer flat in the heart of Zurich,95581410,Rudolf,Kreis 1,Rathaus,47.37433,8.54409,235,1,10,02/09/2022,4,1,339,10,1,0,0,0
6.65078E+17,Cosy flat in the heart of the old town,132192665,Arianna,Kreis 1,Rathaus,47.37199,8.54481,200,2,1,18/09/2022,1,1,10,1,1,0,0,0
6.65226E+17,Lovely 2-room apartment close to center and lake.,2284717,Vangjush,Kreis 3,Alt-Wiedikon,47.36354,8.5195,120,3,2,24/07/2022,0.8,1,245,2,1,0,0,0
6.65726E+17,Beautiful 2.5 Room Apartment in the City of ZÃ¼rich,365216813,Tower Group Immobilien GmbH,Kreis 3,Friesenberg,47.36278,8.50329,250,4,0,,,1,365,0,1,0,0,0
6.65895E+17,Minimalistic apartment between lake & city,27797282,Alona,Kreis 2,Wollishofen,47.34167763,8.529836051,111,2,10,15/09/2022,4.23,1,249,10,1,0,0,0
6.6596E+17,Forest view apartment,468214193,Melsigen,Kreis 9,Altstetten,47.39075,8.46822,120,4,1,28/07/2022,0.52,1,16,1,1,0,0,0
6.67031E+17,SchÃ¶ne zentrale Wohnung im Herzen von ZÃ¼rich,152917340,Miguel,Kreis 3,Sihlfeld,47.3733016,8.5199238,60,21,0,,,1,124,0,0,0,1,0
6.67357E+17,Loft-Like City Apartment in the Heart of Zurich,9998483,Sebastian,Kreis 4,Langstrasse,47.38065,8.5256,188,3,10,28/08/2022,4.23,1,134,10,1,0,0,0
6.67394E+17,Relaxing home in a great neighborhood ðŸ’¯ðŸ’ª,463771301,Zakaria,Kreis 3,Alt-Wiedikon,47.36548,8.51901,88,1,1,20/07/2022,0.45,1,294,1,0,0,0,1
6.67796E+17,Ruhige Wohnung mit herrlichem Ausblick Ã¼ber ZÃ¼rich,23938207,Gorden,Kreis 10,Wipkingen,47.39585,8.52252,70,7,1,28/08/2022,1,1,9,1,1,0,0,0
6.67893E+17,ZÃ¼rich erleben in gerÃ¤umigem Haus mit Kingsize Bed,461413048,Mohammed,Kreis 11,Affoltern,47.422503,8.4945104,250,3,3,12/09/2022,1.22,1,309,3,1,0,0,0
6.68496E+17,"Zentrale, moderne, Familienfreundliche Wohnung",10875595,Melanie,Kreis 11,Oerlikon,47.41356836,8.539995588,195,1,9,15/09/2022,5.19,1,63,9,1,0,0,0
6.687E+17,Streetparade at a great apartment 5mins to walk,3521361,Helene,Kreis 8,MÃ¼hlebach,47.36358,8.55239,480,1,0,,,1,282,0,1,0,0,0
6.6884E+17,Luxury Penthouse near the Dolder Hotel,40704806,Florence,Kreis 7,Hirslanden,47.36694,8.56875,1199,10,0,,,1,365,0,1,0,0,0
6.69291E+17,Zimmer mit Terrasse Ã¼ber den DÃ¤chern der Altstadt,52945028,Richard,Kreis 1,Rathaus,47.37564,8.54398,100,3,2,03/09/2022,1.5,2,231,2,0,0,1,0
6.69548E+17,Alte Stadtvilla mit Garten in SeenÃ¤he,469112817,Dudu,Kreis 2,Wollishofen,47.3494174,8.533182,156,7,0,,,1,1,0,1,0,0,0
6.69921E+17,2-Bedroom apartment in upscale ZÃ¼rich area,8213809,Michele,Kreis 7,Fluntern,47.3838114,8.5732995,210,3,4,27/08/2022,1.94,1,79,4,1,0,0,0
6.69964E+17,Spacious 1-bedroom apartment with two balconies,84722577,Rebecca,Kreis 2,Wollishofen,47.35068,8.52694,111,1,6,16/09/2022,4.39,1,1,6,1,0,0,0
6.70206E+17,Cozy room in flatshare,69958583,Maciej,Kreis 4,Langstrasse,47.37682,8.52944,60,1,0,,,1,259,0,0,0,1,0
6.70267E+17,"Cozy Loft Wohnung mit Dachterrasse, Spa- & Fitness",90565288,Chris,Kreis 2,Enge,47.36731,8.53452,104,10,0,,,1,6,0,1,0,0,0
6.70306E+17,Chambre pleine de charme au pied du Uetliberg,10149656,Mohamed,Kreis 9,Albisrieden,47.37111,8.49223,81,1,13,18/09/2022,6.09,2,354,13,0,0,1,0
6.70594E+17,"New Apartment ""Esperanza""",371008290,Sonia,Kreis 6,Unterstrass,47.39521656,8.545045542,97,1,13,16/09/2022,6.19,6,143,13,1,0,0,0
6.70959E+17,Lovely lakeside loft,13308034,Niklas,Kreis 8,Seefeld,47.36009,8.55188,205,3,1,25/07/2022,0.49,1,72,1,1,0,0,0
6.71611E+17,2BR Downtown Stylish Apartment Suite â€œRubyâ€,15038541,Cher.,Kreis 4,Werd,47.37412,8.52122,500,1,6,16/09/2022,6,8,43,6,1,0,0,0
6.72204E+17,Big Furnished room in the city next to lake,10696193,Shelly,Kreis 8,MÃ¼hlebach,47.36229,8.55337,105,1,2,04/08/2022,0.92,2,343,2,0,0,1,0
6.72329E+17,SchÃ¶ne und zentrale Wohnung in ZÃ¼rich,21911612,Severin,Kreis 3,Sihlfeld,47.37575,8.51444,120,5,1,01/09/2022,1,2,149,1,0,0,1,0
